x,y,z
-3.0,-3.0,0.01259526127364578
-3.0,-2.8,0.013396182281485257
-3.0,-2.5999999999999996,0.014298033827387776
-3.0,-2.3999999999999995,0.015319120519089994
-3.0,-2.1999999999999993,0.01648165265475072
-3.0,-1.9999999999999991,0.01781238931482249
-3.0,-1.799999999999999,0.019343018739120945
-3.0,-1.5999999999999988,0.02110970585593653
-3.0,-1.3999999999999986,0.02315055064369065
-3.0,-1.1999999999999984,0.02549836112954377
-3.0,-0.9999999999999982,0.028163860402242568
-3.0,-0.799999999999998,0.031101780843785887
-3.0,-0.5999999999999979,0.03415369743046965
-3.0,-0.3999999999999977,0.036980960449776626
-3.0,-0.1999999999999975,0.03905624722895977
-3.0,2.6645352591003757e-15,0.03982971334963398
-3.0,0.20000000000000284,0.03905624722895973
-3.0,0.400000000000003,0.036980960449776556
-3.0,0.6000000000000032,0.034153697430469566
-3.0,0.8000000000000034,0.031101780843785804
-3.0,1.0000000000000036,0.02816386040224249
-3.0,1.2000000000000037,0.025498361129543696
-3.0,1.400000000000004,0.023150550643690593
-3.0,1.600000000000004,0.021109705855936477
-3.0,1.8000000000000043,0.0193430187391209
-3.0,2.0000000000000044,0.01781238931482245
-3.0,2.2000000000000046,0.016481652654750684
-3.0,2.400000000000005,0.015319120519089964
-3.0,2.600000000000005,0.014298033827387752
-3.0,2.800000000000005,0.013396182281485236
-2.8,-3.0,0.07097230085665537
-2.8,-2.8,0.07548536378530914
-2.8,-2.5999999999999996,0.08056715429788548
-2.8,-2.3999999999999995,0.08632081595759634
-2.8,-2.1999999999999993,0.09287150027410838
-2.8,-1.9999999999999991,0.10036999042430571
-2.8,-1.799999999999999,0.10899484461678369
-2.8,-1.5999999999999988,0.11894984649011273
-2.8,-1.3999999999999986,0.13044968338363488
-2.8,-1.1999999999999984,0.14367922333014096
-2.8,-0.9999999999999982,0.15869888923504813
-2.8,-0.799999999999998,0.17525360524609404
-2.8,-0.5999999999999979,0.19245067146597086
-2.8,-0.3999999999999977,0.20838185044254395
-2.8,-0.1999999999999975,0.22007576249851768
-2.8,2.6645352591003757e-15,0.22443412148975045
-2.8,0.20000000000000284,0.22007576249851746
-2.8,0.400000000000003,0.20838185044254356
-2.8,0.6000000000000032,0.19245067146597042
-2.8,0.8000000000000034,0.17525360524609357
-2.8,1.0000000000000036,0.1586988892350477
-2.8,1.2000000000000037,0.14367922333014055
-2.8,1.400000000000004,0.13044968338363455
-2.8,1.600000000000004,0.11894984649011243
-2.8,1.8000000000000043,0.10899484461678342
-2.8,2.0000000000000044,0.10036999042430549
-2.8,2.2000000000000046,0.0928715002741082
-2.8,2.400000000000005,0.08632081595759618
-2.8,2.600000000000005,0.08056715429788534
-2.8,2.800000000000005,0.07548536378530903
-2.5999999999999996,-3.0,0.16806978570987471
-2.5999999999999996,-2.8,0.17875718783941816
-2.5999999999999996,-2.5999999999999996,0.1907913960046039
-2.5999999999999996,-2.3999999999999995,0.20441666488447063
-2.5999999999999996,-2.1999999999999993,0.21992936626289825
-2.5999999999999996,-1.9999999999999991,0.2376865703760447
-2.5999999999999996,-1.799999999999999,0.2581111216222617
-2.5999999999999996,-1.5999999999999988,0.28168560084016236
-2.5999999999999996,-1.3999999999999986,0.3089184099651822
-2.5999999999999996,-1.1999999999999984,0.34024733571524823
-2.5999999999999996,-0.9999999999999982,0.375815465811103
-2.5999999999999996,-0.799999999999998,0.4150187541204942
-2.5999999999999996,-0.5999999999999979,0.4557431944940824
-2.5999999999999996,-0.3999999999999977,0.49346988229170946
-2.5999999999999996,-0.1999999999999975,0.5211622815747365
-2.5999999999999996,2.6645352591003757e-15,0.5314833286996236
-2.5999999999999996,0.20000000000000284,0.521162281574736
-2.5999999999999996,0.400000000000003,0.4934698822917086
-2.5999999999999996,0.6000000000000032,0.45574319449408135
-2.5999999999999996,0.8000000000000034,0.41501875412049316
-2.5999999999999996,1.0000000000000036,0.375815465811102
-2.5999999999999996,1.2000000000000037,0.3402473357152473
-2.5999999999999996,1.400000000000004,0.30891840996518144
-2.5999999999999996,1.600000000000004,0.28168560084016164
-2.5999999999999996,1.8000000000000043,0.2581111216222611
-2.5999999999999996,2.0000000000000044,0.2376865703760442
-2.5999999999999996,2.2000000000000046,0.2199293662628978
-2.5999999999999996,2.400000000000005,0.20441666488447024
-2.5999999999999996,2.600000000000005,0.19079139600460357
-2.5999999999999996,2.800000000000005,0.17875718783941788
-2.3999999999999995,-3.0,0.28855815795503775
-2.3999999999999995,-2.8,0.30690730416713174
-2.3999999999999995,-2.5999999999999996,0.3275687747933149
-2.3999999999999995,-2.3999999999999995,0.3509619294463671
-2.3999999999999995,-2.1999999999999993,0.37759560733058095
-2.3999999999999995,-1.9999999999999991,0.4080828605134123
-2.3999999999999995,-1.799999999999999,0.4431496683859493
-2.3999999999999995,-1.5999999999999988,0.4836245715289183
